,Pattern_1,Pattern_2,Pattern_3,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9
LUC7L,0.005487327,0.007677389,0.002147728,0.000220582,0.000325941,0.000297098,0.001743319,0.009581146,0.000381739
FAM234A,0.030509943,0.08940988,0.001846129,0.000794872,0.097040519,0.000356464,0.243417367,0.096504726,0.116638601
RGS11,0.105533376,0.147036359,0.461945653,0.085024938,0.084696472,0.068302169,0.727638125,0.190354973,0.22662656
PDIA2,0.004810506,0.014470214,0.007846947,0.000447821,0.044307731,0.000163716,0.002451299,0.004271283,0.000270275
AXIN1,0.008826455,0.000291636,0.001866591,0.000169651,0.000131432,0.000233085,0.002046502,0.000671907,0.040924124
MRPL28,0.032027841,0.015366452,0.202925414,0.063244894,0.001671527,0.030377785,0.270600706,0.06824515,0.085131824
TMEM8A,0.367478698,0.25867933,0.224346176,0.077102929,0.116053395,0.110777594,1.868869662,0.244086072,0.143922701
NME4,0.197575644,0.122605048,0.875145853,0.005222863,0.001500533,0.03715045,0.909008384,0.083194308,0.113253444
DECR2,0.414289057,0.192662641,0.940767646,0.256295204,0.175979584,0.04846498,2.051017046,0.312612116,0.210267887
AL023881.1,0.321226031,0.137269035,0.640196979,0.114345223,0.122886434,0.071218468,0.859639823,0.053954907,0.121461347
RAB11FIP3,0.002005464,0.00057077,0.002555655,0.000252625,0.000326557,0.000251858,0.002680759,0.000578202,0.000448165
CAPN15,0.133439183,0.008982807,0.21254164,0.000337826,0.037056956,0.000194055,0.150930986,0.104953751,0.087425821
PIGQ,0.10639222,0.06717439,0.674549043,0.082503743,0.048916139,0.000394157,0.505735397,0.065973073,0.165983066
NHLRC4,0.103499971,0.067392603,0.22958377,0.000475737,0.103940137,0.09936507,0.465326905,0.145767778,0.155060455
RAB40C,0.002533921,0.005373442,0.002121812,0.000180022,0.000283567,0.000304728,0.002323885,0.003176489,0.000775254
WFIKKN1,0.13811408,0.060082622,0.191716,0.001662231,0.000213551,0.05602707,0.686495721,0.043905985,0.000428733
METTL26,0.00071389,0.00143775,0.002676734,0.000325109,0.00023991,0.000142985,0.002628488,0.000606396,0.000327183
MCRIP2,0.396138161,0.236319199,0.583816111,0.146939352,0.19855389,0.121503681,1.866572857,0.307214767,0.269325793
AL022341.1,0.337220043,0.117074855,0.338553518,0.049009942,0.100416102,0.102605671,0.901283503,0.067504071,0.1702566
WDR90,0.001778863,0.000474316,0.002637267,0.000312775,0.000335366,0.000200659,0.002933167,0.000635652,0.000393267
AL022341.2,0.046355776,0.01360728,0.466297179,0.000427422,0.002461568,0.000256693,0.00653684,0.040825654,0.000437201
RHOT2,0.001166893,0.000177433,0.002431102,0.000253617,0.000266341,0.000179843,0.002133834,0.000883194,0.000353915
RHBDL1,0.303879201,0.18933408,0.33010605,0.12766692,0.168513536,0.097546972,0.489911526,0.193098277,0.090173461
Z92544.1,0.024495402,0.001329818,0.002452346,0.000432275,0.000527343,0.051277746,0.127689034,0.001842065,0.000440551
STUB1,0.00192531,0.000150858,0.002521705,0.000203007,0.000231945,0.000167232,0.001938631,0.000422185,0.000290314
JMJD8,0.332675546,0.226171374,0.65601182,0.222309336,0.130711064,0.114764258,1.803513169,0.300720155,0.182067066
WDR24,0.204069182,0.09473034,1.034478068,0.166352719,0.028734887,0.07092806,0.54654479,0.163946703,0.040632259
FBXL16,0.031937871,0.071223758,0.230679944,0.000193467,0.049462389,0.000216086,0.269145131,0.033715092,0.086737819
METRN,0.000819239,0.000370766,0.002635249,0.000243054,0.000301866,0.000177362,0.00259199,0.001114295,0.000374421
ANTKMT,0.169737577,0.136613593,0.674085081,0.116811298,0.087394424,0.03862679,0.913711488,0.10322278,0.241921544
CCDC78,0.199236721,0.153729752,0.227281392,0.163073868,0.096415013,0.101319313,0.921196878,0.129368365,0.171477944
HAGHL,0.006290508,0.000611911,0.002282243,0.000628553,0.000234575,0.000191058,0.00212292,0.000800439,0.000664892
CIAO3,0.08217629,0.011927065,0.003505201,0.000249336,0.045866299,0.000152891,0.001335445,0.095043063,0.000184452
MSLN,0.079245247,0.062767893,0.251874566,0.042310778,0.049488306,0.000430467,0.457160711,0.075258888,0.000261972
RPUSD1,0.001781184,0.000239883,1.068730712,0.000249322,0.00025856,0.000146392,0.002541742,0.000353219,0.000333898
CHTF18,0.068783045,0.056976669,0.212267071,0.000489274,0.064442419,0.02832498,0.25504449,0.050354928,0.002811579
LMF1,0.014128556,0.019960145,0.04403273,0.00024752,0.068822496,0.000168431,0.00248942,0.029993428,0.00129568
AL008727.1,0.081836075,0.014912304,0.661222637,0.040741019,0.047314383,0.000175358,0.264356703,0.062552243,0.120672196
LMF1-AS1,0.000560483,0.000146524,0.002057404,0.000209765,0.000195502,0.000142587,0.001743826,0.000509551,0.000329478
AC009041.2,0.000521221,0.000195485,0.002159214,0.000201797,0.000224427,0.000162602,0.00177271,0.000651116,0.000302313
SOX8,0.088824123,0.004235905,0.00411384,0.047592614,0.000313742,0.000225077,0.002345495,0.027975138,0.000428961
AC009041.1,0.00057488,0.000408198,0.004140434,0.000212816,0.000519247,0.000203836,0.002674821,0.020881202,0.000379393
CACNA1H,0.000810156,0.000236321,0.002363628,0.000257767,0.000244984,0.000151177,0.002012152,0.000385781,0.000537796
AC120498.3,0.000631202,0.006543825,0.002083614,0.000274429,0.043573409,0.000168252,0.001788143,0.027650295,0.000425913
TPSG1,0.000469694,0.000188253,0.002042825,0.000201772,0.00021478,0.000142054,0.001764046,0.000366765,0.000287661
TPSB2,0.00172277,0.00015844,0.002250979,0.000194188,0.000361287,0.000177944,0.001842589,0.000591745,0.000353048
TPSAB1,0.107911251,0.021621848,0.227297083,0.03979297,0.050468363,0.035052586,0.444080979,0.085210651,0.000589797
UBE2I,0.017575553,0.023838149,0.224193394,0.000635346,0.000270915,0.03567794,0.004085273,0.076992743,0.000274558
BAIAP3,0.124558479,0.02939263,0.420789838,0.065150775,0.09063825,0.031177126,0.741041005,0.306843847,0.119542122
TSR3,0.077994861,0.002017589,0.002778992,0.000202602,0.000510469,0.000164525,0.320691139,0.007573681,0.000640733
GNPTG,0.274226516,0.144447133,0.592035651,0.030398672,0.076806866,0.082289211,1.274485111,0.181038901,0.136779323
UNKL,0.322255731,0.040071957,0.006491236,0.068881609,0.049805436,0.053266894,0.683256626,0.08616592,0.120386943
C16orf91,0.046747416,0.021391984,0.003095661,0.000794981,0.00020057,0.006413076,0.329348505,0.020237191,0.002589609
CCDC154,0.022875119,0.007667585,0.002546434,0.042881168,0.000161885,0.00020107,0.135318503,0.024082122,0.1269238
CLCN7,0.016869685,0.002433722,0.003453338,0.00051193,0.000461947,0.00024757,0.003339883,0.016478797,0.000411378
AL031600.3,0.412319839,0.219431013,0.221047416,0.148132443,0.131800011,0.108159505,1.692970634,0.14438507,0.217425346
TELO2,0.000555192,0.000149966,0.002314058,0.000227969,0.000228202,0.000166001,0.001918919,0.000867177,0.000285623
IFT140,0.032290328,0.046003822,0.18576476,0.00253704,0.000507191,0.06254191,0.278373033,0.063929759,0.041647516
AL031705.1,0.013580306,0.003467791,0.003653483,0.038700525,0.000320847,0.028186811,0.130623117,0.028203407,0.000208759
TMEM204,0.000490887,0.000141595,0.002054468,0.000215565,0.000197012,0.000149063,0.001812185,0.000816159,0.000291541
CRAMP1,0.124926224,0.093880706,0.0051045,0.051808331,0.075969145,0.000152073,0.123024464,0.134700894,0.006097974
JPT2,0.008453092,0.003080909,0.002183499,0.043215606,0.000612142,0.000246055,0.002182546,0.004309543,0.000817708
MAPK8IP3,0.060757179,0.024729298,0.870083332,0.000785013,0.072751135,0.037448321,0.551796615,0.065969378,0.057565693
NME3,0.135316774,0.07339301,0.262446493,0.045454346,0.133161113,0.091521367,0.487751991,0.148370475,0.176137239
MRPS34,0.353982806,0.163452208,0.249104351,0.086038679,0.178159863,0.08924178,0.951046705,0.314870209,0.169778123
EME2,0.354460508,0.085428879,0.813167214,0.09015096,0.040810306,0.077842698,0.799638808,0.209236369,0.119117469
SPSB3,0.029121265,0.068747453,0.009491252,0.044654027,0.00036673,0.000134902,0.009037836,0.086270973,0.000140893
NUBP2,0.117294431,0.125033453,0.702246964,0.072020248,0.107290909,0.080723956,0.632244051,0.256783366,0.080065429
IGFALS,0.394310892,0.170315057,0.750186384,0.14439404,0.056760233,0.073032327,1.60766232,0.175303668,0.166362718
HAGH,0.001699853,0.022765376,0.239620864,0.001362949,0.040277388,0.000256202,0.002914239,0.021474546,0.000554199
FAHD1,0.183489323,0.154076606,0.200904414,0.045256346,0.065229468,0.033722173,0.651374996,0.175498843,0.202437073
MSRB1,0.156036019,0.090055332,0.006251819,0.090414852,0.086436972,6.35E-05,0.791295052,0.012842641,0.082191907
RPL3L,0.197653353,0.148105413,0.214078829,0.111861467,0.141969115,0.097145021,1.345380783,0.054281693,0.101821087
NDUFB10,0.00052874,0.000171514,0.002360227,0.000212714,0.00021194,0.000143856,0.001903509,0.000400334,0.0002931
RPS2,0.354897708,0.371691287,1.918302178,0.13719894,0.168052852,0.10352625,1.401723623,0.385730535,0.258749664
SNHG9,1.804700732,2.75848031,3.08468771,0.171296969,0.46702522,0.21237351,3.985814571,4.160083294,0.540567875
RNF151,0.175462738,0.14848429,0.001887561,0.030313225,0.108745955,0.066413388,0.789678216,0.238896936,0.248732194
AC005363.2,0.000501043,0.00015153,0.002206376,0.00021548,0.000208124,0.000137827,0.001726015,0.0005057,0.000269823
TBL3,0.005111278,0.000161042,0.002029377,0.000222863,0.000188676,0.000131996,0.001811698,0.00034359,0.00028726
NOXO1,0.233276471,0.047823571,0.780323982,0.045726452,0.00028117,0.000122775,0.672650456,0.060910165,0.061713159
GFER,0.000505925,0.00013287,0.433124691,0.000151853,0.043005299,0.000111054,0.001410736,0.000364367,0.000184704
SYNGR3,0.234117836,0.053509843,0.285915762,9.83E-05,0.08114288,0.000102341,0.706010461,0.175136536,0.049955044
ZNF598,0.000970458,0.001306601,0.002712508,0.000282232,0.000285413,0.000213654,0.002798728,0.008589665,0.001573889
NPW,0.033528753,0.045025855,0.53770858,0.007812198,0.051246762,0.034395259,0.45020768,0.145081341,0.102272384
SLC9A3R2,0.193006679,0.321371108,1.006678939,0.135667875,0.139982164,0.130430609,0.975392044,0.095111385,0.096133113
NTHL1,0.24979867,0.263134032,0.823373258,0.166159719,0.118320011,0.063323021,1.166947365,0.146891743,0.204999104
TSC2,0.300833851,0.226170972,0.309148073,0.172806323,0.101591267,0.124527998,0.703174531,0.079148278,0.195702642
PKD1,0.099876337,0.196953356,0.215538248,0.090948194,0.04864043,0.040623616,0.809743762,0.114848204,0.086026877
RAB26,0.07478027,0.072382323,0.877500653,0.039726932,0.048720822,0.098470576,1.013870358,0.145004258,0.092370905
SNHG19,0.043009769,0.012071958,0.244128093,0.0003257,0.000186355,0.083802767,0.002811555,0.014311651,0.000702368
TRAF7,0.213638902,0.039447155,0.798812985,0.047180884,0.090856843,0.03428157,0.8056674,0.055084351,0.035161931
CASKIN1,0.190041676,0.047994088,0.265139133,0.040370744,0.10406702,0.121159464,0.681946635,0.070083685,0.041247133
MLST8,0.068306237,0.000196887,0.00183798,0.000292174,0.000159282,0.000131071,0.001794651,0.00036145,0.000334771
BRICD5,0.257862568,0.126672357,0.676970243,0.047097176,0.042214785,0.073738478,0.793858886,0.103578456,0.211941525
PGP,0.09642075,0.009484193,0.006392677,0.00057279,0.068597369,0.000724564,0.008169825,0.027157942,0.044695329
E4F1,0.320169926,0.020144405,0.393338948,0.09635593,0.045284089,0.00028184,0.693463147,0.108158946,0.100196764
DNASE1L2,0.114188537,0.055748973,0.532228649,0.127090201,0.040136453,0.076795384,0.237711757,0.013355156,0.107342191
ECI1,0.001061178,0.00231085,0.002348158,0.000308089,0.000362055,0.033541646,0.003810251,0.025700996,0.000554184
RNPS1,0.485178679,0.262614191,0.967324197,0.097794339,0.104178734,0.096518964,0.921568751,0.132332429,0.195450827
AC009065.4,0.39457044,0.116977513,1.209395289,0.091509044,0.075483538,0.104666114,0.387287974,0.234176472,0.250123292
ABCA3,0.001622271,0.008648863,0.222292915,0.000248183,0.000470515,0.000183683,0.002560265,0.000319147,0.000593284
CCNF,0.000730081,0.007443702,0.002970604,0.000186173,0.000157196,0.000279005,0.122942567,0.0163955,0.090869583
AC106820.3,0.03673622,0.01153482,0.002256284,0.000570449,0.000584113,0.000180165,0.003170443,0.037273154,0.000474779
TEDC2,0.000502761,0.000175602,0.002111124,0.000202064,0.000199453,0.000154372,0.001779566,0.000405138,0.000281167
TBC1D24,0.076447137,0.000327137,0.004054786,0.042267237,0.000267855,0.00013544,0.00163654,0.001156415,0.000309968
AC106820.4,0.026295213,0.016879611,0.269003123,0.04463299,0.000432836,0.000140348,0.392862707,0.035648789,0.000886125
ATP6V0C,0.00058059,0.000324256,0.002358589,0.000194392,0.000206417,0.000157246,0.002000248,0.00057738,0.00032216
AMDHD2,1.031184316,0.790667951,3.074947119,0.284525692,0.270455241,0.150891513,1.92978394,0.719180942,0.423042119
PDPK1,0.218203709,0.071213372,0.00129429,0.171760365,0.0002599,0.036518123,0.80372268,0.021139424,0.093327276
AC093525.6,0.050367109,0.024423975,0.666659236,0.137781218,0.046166725,0.041456271,0.690244198,0.026223021,0.03447504
AC093525.4,0.001181508,0.001364135,0.002098507,0.000203115,0.000316069,0.000260965,0.00268983,0.011244896,0.000341295
AC141586.3,0.001073243,0.000159352,0.002237516,0.000240449,0.000250413,0.000157979,0.002226227,0.000405143,0.000385057
ERVK13-1,0.000551488,0.000201244,0.002185689,0.000199828,0.000239514,0.000155002,0.001830756,0.000390556,0.000290572
KCTD5,0.006595522,0.007608903,0.002017104,0.000518649,0.000211522,0.000248714,0.143653035,0.017400831,0.000938762
PRSS27,0.038633481,0.012665349,0.233091012,0.044862587,0.000868356,0.000109321,0.138785273,0.019064259,0.001762426
SRRM2-AS1,0.000687932,0.000740085,0.00246129,0.000247824,0.000265396,0.000186775,0.002275863,0.000557278,0.000413147
SRRM2,0.000483,0.000152021,0.001876092,0.000180441,0.000161647,0.00011602,0.242358178,0.001117623,0.00025331
ELOB,0.223283812,0.234146431,1.382457018,0.24349992,0.19654946,0.090890303,0.690763831,0.377999872,0.226687908
AC092117.1,0.946833611,0.518733799,1.827399015,0.293163657,0.233537465,0.137663186,2.166693449,0.790778995,0.316152155
PRSS33,0.00080176,0.000260612,0.002595735,0.000204006,0.000249805,0.000150546,0.002073407,0.000702991,0.00029894
ZG16B,0.00106206,0.000362171,0.0021082,0.000223633,0.000260666,0.00019432,0.00241855,0.000398079,0.000329267
PRSS22,0.000383357,0.010311852,1.486055613,0.000567538,0.044743661,0.000129013,0.001907459,0.027308635,0.046843916
AC003965.1,0.001334086,0.000454504,0.011933238,0.000269546,0.000852621,0.000294073,0.002525982,0.003874582,0.000596593
FLYWCH2,0.005376539,0.000158891,0.00237523,0.000223899,0.000224406,0.000160305,0.001946585,0.000348954,0.000308964
FLYWCH1,0.010053393,0.002176324,0.208347455,0.085719414,0.000215325,0.037777934,0.141819522,0.100135125,0.097393326
KREMEN2,0.130655169,0.062995441,0.260209411,0.058605853,0.05199451,0.000577816,0.545492232,0.128783181,0.097912341
PKMYT1,0.00049393,0.000156471,0.002238982,0.000202182,0.000197688,0.000156434,0.001890458,0.000403214,0.000302019
PAQR4,0.075759813,0.033544213,0.326945215,0.042061422,0.036044739,0.000178263,0.237350151,0.032316424,0.002218823
AC004233.3,0.004614115,0.012948614,0.005358282,0.000176195,0.000158589,0.000190203,0.395292342,0.053064078,0.037773695
LINC00514,0.000476121,0.000152374,0.002059764,0.000195481,0.000220146,0.000151078,0.00171235,0.000864329,0.000291788
AC004233.2,0.000569305,0.000139817,0.002048229,0.000201986,0.000223109,0.000185607,0.001811565,0.000506846,0.00030155
CLDN9,0.027976666,0.01790615,0.002345052,0.000225251,0.000321034,0.000376753,0.143251196,0.000864836,0.000285149
TNFRSF12A,0.000856748,0.000405021,0.002856061,0.000349035,0.000452968,0.00017931,0.002217385,0.005613398,0.000586037
HCFC1R1,0.478299439,0.002684385,1.90157795,0.130597815,0.137266129,0.134543493,1.27849102,0.221588239,0.161549881
THOC6,0.347485662,0.051724885,0.422543913,0.086938463,0.11491695,0.000170676,0.543575168,0.251461834,0.089256383
BICDL2,0.03956674,0.001213635,0.018308055,0.043169349,0.044791747,0.042628214,0.13377735,0.019199837,0.000462503
MMP25-AS1,0.010283366,0.001664902,0.002726963,0.047082316,0.000460401,0.000756768,0.003285186,0.0041059,0.000648257
MMP25,0.0018799,0.021870457,0.197751254,0.036069948,0.000425803,0.000164089,0.138873443,0.00826959,0.000514693
IL32,0.001149843,0.003555129,0.003190521,0.000196976,0.000439144,0.000305056,0.130310804,0.019367613,0.000752667
AC108134.3,1.088562012,1.382272959,1.935635805,0.280903608,0.530079424,0.169415623,4.104757309,1.052865386,0.829744756
AC108134.4,0.017938921,0.01451862,0.002966844,0.046459761,0.000222363,0.000165336,0.002430204,0.006032294,0.001031758
ZNF213-AS1,0.007328527,0.000182461,0.001957792,0.00016653,0.000236979,0.000229699,0.001728054,0.000304057,0.000411055
ZNF205,0.007707187,0.007400129,0.002475983,0.000382421,0.000243085,0.000102774,0.121792004,0.014776158,0.000305326
ZNF213,0.040823638,0.007768977,0.283256561,0.000220935,0.000202632,0.034009267,0.00892231,0.046227206,0.045402382
AC108134.2,0.00829656,0.000427775,0.001711714,0.000241163,0.000132533,0.000172863,0.0032336,0.009002786,0.000622038
AJ003147.2,0.006389414,0.000241385,0.00281222,0.00020677,0.000241755,0.000148388,0.002666979,0.00130248,0.000560394
ZNF200,0.000519764,0.000188996,0.002277937,0.000199896,0.000209815,0.000150988,0.001811186,0.000396338,0.000291825
MEFV,0.038663503,0.009717777,0.002151004,0.000255732,0.000408839,0.000142757,0.004762198,0.0016214,0.000573725
LINC00921,0.002638191,0.000611436,0.002521682,0.000269662,0.000328296,0.000224741,0.002498722,0.004324452,0.000419358
ZNF263,0.00441483,0.003564554,0.002923538,0.000619801,0.000356636,0.000252759,0.116858952,0.02085354,0.000478706
TIGD7,0.053143144,0.027219057,0.001208953,0.000983293,0.054096948,0.000986804,0.393001169,0.040613305,0.065779939
ZNF75A,0.000515022,0.000290541,0.002652353,0.000304032,0.000364948,0.000207988,0.002879926,0.005500899,0.000486719
MTRNR2L4,0.002989104,0.015478391,0.207020938,0.000369168,0.000441651,0.000212138,0.119227096,0.006674957,0.000815231
ZSCAN32,0.000666979,0.000172733,0.002042395,0.000211066,0.000218408,0.000159882,0.002035874,0.000409983,0.000295873
ZNF174,0.005234528,0.003004395,0.002163432,0.000498725,0.000216165,0.032573853,0.135695949,0.027536269,0.045702826
ZNF597,0.014706936,0.002488472,0.232960612,0.04758133,0.000491616,0.000621507,0.003332997,0.002147472,0.000912099
NAA60,0.002609662,0.010157856,0.003198426,0.000330787,0.00054945,0.000272358,0.00335564,0.008613594,0.000407826
CLUAP1,0.216571778,0.100895196,0.646996856,0.135571077,0.0390133,0.09025427,1.206097126,0.138650864,0.081848487
NLRC3,0.019153962,0.006184545,0.00427001,0.048368204,0.00039872,0.000325433,0.125747278,0.042529084,0.000258745
SLX4,0.010332613,0.013599984,0.22620818,9.37E-05,0.000148892,0.000130799,0.001336695,0.027962208,0.000345092
DNASE1,0.009899083,0.00534824,0.00295671,0.000386066,0.000407095,0.000286276,0.003280499,0.024495376,0.000931045
AC006111.2,0.011685176,0.003625069,0.002765311,0.04543763,0.000221356,0.044054531,0.002150597,0.015959203,0.000263275
TRAP1,0.000803089,0.0003567,0.002394577,0.000388296,0.000219724,0.000353366,0.002157592,0.000836585,0.000352488
CREBBP,0.330485493,0.268239796,0.438424647,0.168973684,0.166507602,0.078744896,1.903615117,0.187133342,0.32340163
AC005736.1,0.052644327,0.018115764,0.002419181,0.000576917,0.088225283,0.00034382,0.650331318,0.117444903,0.106036425
ADCY9,0.000687932,0.000306712,0.00265889,0.000254913,0.00023292,0.000203313,0.00264956,0.003384441,0.000457145
AC009171.2,0.026677549,0.012142508,0.226050153,0.000494559,0.051205512,8.47E-05,0.001705896,0.006125645,0.000230771
SRL,0.004973209,0.000347577,0.002308804,0.000253013,0.000212293,0.000197804,0.002531608,0.001164202,0.000386645
LINC01569,0.011782749,0.000248845,0.002527933,0.000331785,0.000224812,0.000171277,0.001769892,0.004428681,0.000278559
TFAP4,0.002151845,0.001602347,0.00218392,0.000186732,0.000270667,0.000218688,0.125240669,0.009632786,0.000455226
GLIS2,0.031889547,0.00236515,0.022537615,0.000246539,0.000392751,0.000171136,0.004063244,0.005314026,0.000277932
GLIS2-AS1,0.010070217,0.011619445,0.00159007,7.81E-05,0.000146538,0.000306295,0.009468498,0.091383435,0.048677046
PAM16,0.000499146,0.000159416,0.002161142,0.000197708,0.000236637,0.000155098,0.001816446,0.000412419,0.000278904
AC012676.1,0.219160452,0.141199112,0.484014422,0.099893145,0.080682151,0.150834307,0.823129714,0.136737794,0.165239215
CORO7,0.006247184,0.00013627,0.001979306,0.000214815,0.000169073,0.000128109,0.001992089,0.000383534,0.000265534
VASN,0.298206121,0.0470342,0.196673006,0.053595267,0.119909033,0.034691334,0.760716081,0.18267265,0.038994234
DNAJA3,0.085840553,0.028907279,0.444426596,0.001032641,0.000167257,0.000112276,0.267728686,0.141436353,0.003143297
NMRAL1,0.238565311,0.012976843,0.213323012,0.051389415,0.094515935,0.046337742,0.388236314,0.030340796,0.12995775
HMOX2,0.189855918,0.126218647,0.226004556,0.181389764,0.011010109,0.064213797,0.849880219,0.075320296,0.083560988
CDIP1,0.3879686,0.125307411,0.983434975,0.00073954,0.119650714,0.101932347,0.914620757,0.13620986,0.116450399
AC023830.3,0.255673349,0.075978264,0.002610191,0.04674942,0.000584125,0.067124233,0.269515306,0.043657377,0.087999754
UBALD1,0.000826811,0.000143553,0.002046044,0.000146896,0.00021606,0.000187411,0.121041857,0.000220083,0.000338997
MGRN1,0.051015135,0.051908165,0.547060907,0.09385664,0.052886222,0.062349625,0.672316849,0.027495574,0.07030642
NUDT16L1,0.122709543,0.078622676,0.551436663,0.044545706,0.000660177,0.100245751,0.294891626,0.134944096,0.202692613
ANKS3,0.162259996,0.102614835,0.461549222,0.156810731,0.071961932,2.78E-05,0.931556344,0.083561726,0.038268521
C16orf71,0.021571942,0.013991752,0.004619672,0.05949042,0.042507749,0.000151373,0.126063794,0.036484949,0.000216578
ZNF500,0.001334294,0.000505767,0.002785705,0.000389665,0.000327292,0.000192375,0.003166555,0.00273448,0.00034945
SMIM22,0.001462657,0.003806853,0.002135242,0.000415888,0.09946797,0.000165651,0.133896157,0.016715763,0.000455973
ROGDI,0.014657808,0.028217668,1.304892421,0.045302805,0.000769454,0.040276192,0.300390303,0.027605258,0.09128882
GLYR1,0.145542189,0.030231582,0.405341297,0.045260996,0.047017973,0.000242372,0.287709504,0.036664922,0.065079384
AC020663.3,0.248115033,0.073016442,0.81369704,0.049978659,0.118974671,0.084786758,0.600499749,0.076461151,0.121591575
UBN1,0.000809171,0.000209762,0.002211473,0.000206435,0.000234342,0.00020968,0.00246104,0.00048056,0.000342574
PPL,0.130849808,0.027772292,0.002022418,0.000244773,0.0008482,0.001984154,0.310838521,0.06775476,0.038411222
NAGPA,0.008246854,0.006500154,0.217564106,0.000423615,0.042498544,0.000141552,0.002933773,0.00492145,0.000379965
ALG1,0.111510545,0.011445226,0.001674326,0.000489758,0.000306631,0.043454859,0.387046903,0.036260597,0.064662352
C16orf89,0.181902111,0.025766445,0.501599669,6.30E-05,0.084077708,0.036591731,1.06327343,0.097310029,0.107081406
EEF2KMT,0.027198251,0.000804049,0.002820349,0.000350157,0.000317671,0.000191724,0.134457737,0.032172535,0.001167405
LINC01570,0.144167259,0.03284267,0.226153418,0.092835665,0.000251006,0.037955794,0.41051051,0.012933351,0.053174675
TMEM114,0.000503925,0.000160887,0.00216211,0.000195423,0.000230218,0.000155679,0.001835509,0.000448115,0.000301019
METTL22,0.000632355,0.000184616,0.002187189,0.000249289,0.000220899,0.00021942,0.002067846,0.000409092,0.000331109
ABAT,0.014293816,0.026210716,0.010350551,0.000215101,0.070603438,0.000245212,0.002575222,0.058767822,0.001436065
TMEM186,0.101988353,0.206161425,0.000761212,0.108347878,0.168273047,0.026886672,0.903323114,0.060257461,0.164600924
PMM2,0.109997585,0.01452705,0.00477758,0.041793551,0.000437287,0.036686111,0.181445181,0.00236529,0.08901161
AC022167.2,0.000605441,0.000285408,0.002324031,0.00019799,0.000242323,0.000168639,0.002030594,0.000651039,0.000326829
CARHSP1,0.003792522,0.012023982,0.002358818,0.000706388,0.000253502,0.000213336,0.003079464,0.00784085,0.042189408
AC022167.1,0.314051449,0.122851029,0.48682633,0.145086452,0.083583213,0.075892448,1.220348716,0.228207096,0.202419922
AC022167.4,0.000537321,0.00016524,0.002102463,0.000199752,0.000209859,0.000158737,0.001845092,0.000365875,0.000310544
USP7,0.00081179,0.005760409,0.002024553,0.000268811,0.000498161,0.000160222,0.002412785,0.019499714,0.000688519
AC022167.3,0.067609966,0.058608677,0.556681752,0.05475866,0.117824502,0.044127602,0.462033749,0.106581405,0.164024472
C16orf72,0.003922677,0.000215831,0.002080491,0.000290533,0.000214961,0.000199433,0.002072054,0.00057585,0.000495183
AC087190.1,0.021088738,0.027401989,0.008585637,0.050857987,0.000578191,0.032704737,0.004038227,0.075225793,0.00041092
AC007221.1,0.000490093,0.000177149,0.002057647,0.000218184,0.000194997,0.000159931,0.00178223,0.001360264,0.000285663
ATF7IP2,0.000531947,0.000201136,0.002033978,0.000202101,0.000202474,0.000151302,0.00176138,0.000464118,0.000310896
EMP2,0.098486185,0.020156704,0.002775767,0.037207365,0.047989301,7.40E-05,0.494484216,0.061300464,0.092888981
TEKT5,0.396565497,0.104379103,0.2276586,0.080107249,0.075372294,0.067652777,0.391340405,0.055301201,0.167937443
NUBP1,0.001433473,0.000243185,0.002539856,0.000253645,0.000209642,0.000262088,0.002256369,0.000478493,0.000444686
TVP23A,0.045878224,0.000368421,0.236848906,0.000757183,0.000842145,0.000256705,0.624876857,0.068850547,0.000200587
CIITA,0.002210378,0.001681598,0.002109153,0.000309017,0.000309779,0.000137322,0.00260034,0.012157121,0.000518831
DEXI,0.080942802,0.082013562,0.464953721,0.045869391,0.040958062,0.079720214,0.320288599,0.166916013,0.00249643
CLEC16A,0.080822349,0.059472926,0.219084337,0.046349823,0.100520559,0.001602209,0.279239714,0.057739429,0.049618881
AC007014.2,0.010423564,0.003441342,0.002912219,0.042238448,0.000263331,0.069349699,0.3437998,0.04339686,0.000305807
AC007220.1,0.000894421,0.000192941,0.002336131,0.000275929,0.000395202,0.000189636,0.002677131,0.000639911,0.000407383
RMI2,0.000645511,0.000204876,0.002217557,0.000195509,0.000263835,0.000162343,0.002085379,0.000539504,0.000315272
SOCS1,0.021816865,0.001731717,0.195022538,0.00033962,0.000264322,0.000358896,0.003617804,0.003155573,0.00027428
AC009121.3,0.000525265,0.01031729,0.002731924,0.000264308,0.044154845,0.000257526,0.001420459,0.017219279,0.000505335
AC099489.1,0.000498939,0.00026183,0.002518843,0.000200777,0.000183211,0.031747635,0.001833486,0.000816354,0.000296451
LITAF,0.000420154,0.000131198,0.001770205,0.000167366,0.000172585,0.000161339,0.001985675,0.000315438,0.000255424
SNN,0.50510627,0.264338762,1.286148787,0.099244446,0.199220821,0.114875793,1.573465824,0.389718056,0.263635278
TXNDC11,0.017898545,0.001168939,0.001499644,0.000107808,0.000187638,0.064465217,0.264755815,0.038685843,0.000284973
AC007613.1,0.075330533,0.072339572,0.286229283,0.000909395,0.041733742,0.000535358,0.284978211,0.083072454,0.000897228
ZC3H7A,0.000509443,0.00019005,0.002087799,0.000204923,0.000222284,0.000163946,0.001892245,0.000414827,0.000302722
