time,V_C.nT1,V_C.T1,V_C.nT0,V_C.T0,V_C.nivolumab,V_C.cabozantinib,V_C.A_site1,V_C.A_site2,V_P.nT1,V_P.T1,V_P.nT0,V_P.T0,V_P.nivolumab,V_P.cabozantinib,V_T.C_x,V_T.T_exh,V_T.C1,V_T.T1,V_T.T0,V_T.APC,V_T.mAPC,V_T.c,V_T.P0,V_T.P1,V_T.nivolumab,V_T.cabozantinib,V_T.v_cabo,V_LN.nT1,V_LN.aT1,V_LN.T1,V_LN.IL2,V_LN.nT0,V_LN.aT0,V_LN.T0,V_LN.APC,V_LN.mAPC,V_LN.nivolumab,V_LN.cabozantinib,V_e.P0,V_e.p0,V_e.P1,V_e.p1,A_e.M1,A_e.M1p0,A_e.M1p1,A_s.M1,A_s.M1p0,A_s.M1p1,syn_CT.PD1_PDL1,syn_CT.PD1_PDL2,syn_CT.PD1_aPD1,syn_CT.PD1_aPD1_PD1,syn_CT.PDL1_aPDL1,syn_CT.PDL1_aPDL1_PDL1,syn_DN.CD28_CD80,syn_DN.CD28_CD80_CD28,syn_DN.CD28_CD86,syn_DN.PDL1_CD80,syn_DN.CTLA4_CD80,syn_DN.CTLA4_CD80_CTLA4,syn_DN.CD80_CTLA4_CD80,syn_DN.CTLA4_CD80_CTLA4_CD80,syn_DN.CTLA4_CD86,syn_DN.CD86_CTLA4_CD86,syn_DN.CTLA4_aCTLA4,syn_DN.CTLA4_aCTLA4_CTLA4,syn_DN.PDL1_aPDL1,syn_DN.PDL1_aPDL1_PDL1,Treg_P.CTLA4_aCTLA4,Treg_P.CTLA4_aCTLA4_CTLA4,Treg_T.CTLA4_aCTLA4,Treg_T.CTLA4_aCTLA4_CTLA4
68,158.645,87373.5,3.12918,44166,2.98874e-07,6.16205e-07,6.2001e-05,0.000118213,1316.4,373484,25.9702,255605,1.35663e-08,8.08363e-11,2.2744e+08,1.49642e+08,8.43596e+10,5.46277e+08,1.03983e+10,4.03802e+06,2.71106e+06,26691.5,1.41184e-05,1.41184e-06,2.72624e-07,3.18983e-07,7.79389e+11,10.5266,166.683,3.58095e+09,3.23197e-08,0.0308824,61.1272,1.80983e+09,5e+08,2.30099e+07,1.2007e-07,3.12731e-09,1.1736e-05,1.38192e-06,1.1736e-06,1.38192e-07,301.937,2.08592,0.208653,4.33799,7.67835,1.42344,2.21093,0.206486,0.51299,9.24419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,158.64,89118.7,3.12917,45006.1,2.94069e-07,7.5236e-07,7.86971e-05,0.000127546,1316.38,381197,25.9702,260540,1.38137e-08,9.86978e-11,2.30537e+08,1.49824e+08,8.44117e+10,5.48617e+08,1.03983e+10,4.0409e+06,2.71313e+06,27158.2,1.4259e-05,1.4259e-06,2.68148e-07,3.89465e-07,7.64839e+11,10.4756,166.76,3.58433e+09,3.23371e-08,0.0308791,61.1271,1.80985e+09,5e+08,2.30364e+07,1.18171e-07,3.81831e-09,1.18556e-05,1.3964e-06,1.18556e-06,1.39639e-07,297.835,2.07946,0.208008,4.27935,7.75768,1.4321,2.15673,0.201093,0.524324,9.26843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,158.636,90889.1,3.12917,45858.3,2.89368e-07,7.05622e-07,7.27145e-05,0.000125748,1316.35,389045,25.9702,265565,1.40444e-08,9.25664e-11,2.33394e+08,1.50022e+08,8.44623e+10,5.50892e+08,1.03982e+10,4.04368e+06,2.71513e+06,27611.8,1.43872e-05,1.43872e-06,2.63769e-07,3.6527e-07,7.5063e+11,10.425,166.827,3.58765e+09,3.23531e-08,0.0308758,61.127,1.80986e+09,5e+08,2.30624e+07,1.1631e-07,3.58111e-09,1.19648e-05,1.40964e-06,1.19648e-06,1.40964e-07,293.769,2.07082,0.207143,4.22119,7.83634,1.44071,2.10841,0.196279,0.53488,9.28982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,158.631,92683.1,3.12917,46721.7,2.84769e-07,6.62284e-07,6.71867e-05,0.000123975,1316.33,397026,25.9702,270678,1.4259e-08,8.68812e-11,2.36029e+08,1.5023e+08,8.45115e+10,5.53101e+08,1.03982e+10,4.04636e+06,2.71706e+06,28051.3,1.45042e-05,1.45042e-06,2.59485e-07,3.42836e-07,7.36762e+11,10.3748,166.885,3.59089e+09,3.23673e-08,0.0308727,61.1269,1.80987e+09,5e+08,2.30878e+07,1.14487e-07,3.36117e-09,1.20644e-05,1.42176e-06,1.20644e-06,1.42175e-07,289.744,2.06025,0.206086,4.1636,7.91422,1.44925,2.06538,0.191988,0.544653,9.30869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,158.627,94500.2,3.12917,47596.3,2.80268e-07,6.22096e-07,6.20791e-05,0.000122227,1316.31,405141,25.9702,275882,1.44581e-08,8.16091e-11,2.38459e+08,1.50446e+08,8.45594e+10,5.55238e+08,1.03982e+10,4.04896e+06,2.71892e+06,28475.6,1.46109e-05,1.46109e-06,2.55292e-07,3.22032e-07,7.23227e+11,10.3249,166.934,3.59405e+09,3.23797e-08,0.0308696,61.1268,1.80989e+09,5e+08,2.31128e+07,1.127e-07,3.15721e-09,1.21552e-05,1.43284e-06,1.21552e-06,1.43284e-07,285.763,2.04801,0.204862,4.10664,7.99123,1.45773,2.02715,0.188169,0.553645,9.32529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,158.622,96350.5,3.12917,48487.2,2.75864e-07,7.58141e-07,7.87692e-05,0.000131503,1316.28,413390,25.9702,281175,1.46424e-08,9.9456e-11,2.40699e+08,1.50668e+08,8.46058e+10,5.57303e+08,1.03981e+10,4.05148e+06,2.72072e+06,28884.3,1.47081e-05,1.47081e-06,2.51188e-07,3.92457e-07,7.09936e+11,10.2756,166.973,3.59713e+09,3.23903e-08,0.0308667,61.1267,1.8099e+09,5e+08,2.31372e+07,1.10948e-07,3.84765e-09,1.2238e-05,1.44298e-06,1.2238e-06,1.44297e-07,281.832,2.03432,0.203492,4.05036,8.06731,1.46613,1.99326,0.184776,0.561866,9.3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,158.618,98225.9,3.12917,49390.4,2.71553e-07,7.11279e-07,7.27811e-05,0.000129649,1316.25,421776,25.9702,286560,1.48125e-08,9.33086e-11,2.42765e+08,1.50893e+08,8.4651e+10,5.59294e+08,1.03981e+10,4.05392e+06,2.72246e+06,29276.8,1.47968e-05,1.47968e-06,2.4717e-07,3.68199e-07,6.96956e+11,10.2268,167.003,3.60012e+09,3.23991e-08,0.0308638,61.1266,1.80991e+09,5e+08,2.31611e+07,1.09232e-07,3.60982e-09,1.23135e-05,1.45225e-06,1.23135e-06,1.45224e-07,277.953,2.01938,0.201998,3.99481,8.14237,1.47444,1.96328,0.18177,0.569331,9.35272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,158.613,100124,3.12917,50305.1,2.67332e-07,6.67831e-07,6.72483e-05,0.000127821,1316.23,430299,25.9702,292037,1.49689e-08,8.76089e-11,2.4467e+08,1.5112e+08,8.46951e+10,5.61211e+08,1.03981e+10,4.05628e+06,2.72415e+06,29653,1.48775e-05,1.48775e-06,2.43237e-07,3.45707e-07,6.84286e+11,10.1786,167.024,3.60301e+09,3.24061e-08,0.030861,61.1265,1.80993e+09,5e+08,2.31846e+07,1.07549e-07,3.38932e-09,1.23822e-05,1.46072e-06,1.23822e-06,1.46071e-07,274.129,2.00337,0.200396,3.94004,8.21637,1.48265,1.93684,0.179113,0.576062,9.36396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,158.609,102046,3.12917,51231.2,2.632e-07,6.27536e-07,6.2136e-05,0.000126019,1316.2,438957,25.9702,297606,1.51123e-08,8.23228e-11,2.46427e+08,1.51346e+08,8.47381e+10,5.63053e+08,1.0398e+10,4.05858e+06,2.72578e+06,30012.8,1.49509e-05,1.49509e-06,2.39387e-07,3.24848e-07,6.71919e+11,10.1311,167.036,3.60581e+09,3.24114e-08,0.0308583,61.1263,1.80994e+09,5e+08,2.32075e+07,1.05899e-07,3.18482e-09,1.24448e-05,1.46845e-06,1.24448e-06,1.46845e-07,270.362,1.98644,0.198703,3.88607,8.28925,1.49078,1.91362,0.176773,0.582083,9.37378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,158.604,104000,3.12917,52174,2.59153e-07,7.6347e-07,7.88218e-05,0.000135242,1316.17,447751,25.9702,303267,1.52432e-08,1.00155e-10,2.48047e+08,1.5157e+08,8.47799e+10,5.64821e+08,1.0398e+10,4.0608e+06,2.72737e+06,30356.2,1.50176e-05,1.50176e-06,2.35615e-07,3.95216e-07,6.59775e+11,10.0842,167.041,3.60851e+09,3.24149e-08,0.0308557,61.1262,1.80995e+09,5e+08,2.32299e+07,1.04282e-07,3.8747e-09,1.25016e-05,1.47551e-06,1.25016e-06,1.47551e-07,266.654,1.96874,0.196932,3.83294,8.36099,1.4988,1.8933,0.174718,0.587423,9.38234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,158.599,105980,3.12917,53129.4,2.5519e-07,7.16518e-07,7.28297e-05,0.000133335,1316.15,456685,25.9702,309022,1.53621e-08,9.39958e-11,2.4954e+08,1.51792e+08,8.48206e+10,5.66517e+08,1.0398e+10,4.06297e+06,2.72891e+06,30683.3,1.50781e-05,1.50781e-06,2.31921e-07,3.7091e-07,6.47913e+11,10.038,167.038,3.6111e+09,3.24169e-08,0.0308532,61.1261,1.80996e+09,5e+08,2.32518e+07,1.02695e-07,3.63641e-09,1.25532e-05,1.48195e-06,1.25532e-06,1.48194e-07,263.006,1.95039,0.195096,3.78067,8.43154,1.50671,1.87563,0.172924,0.592113,9.38976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,158.594,107982,3.12917,54096.5,2.51308e-07,6.72973e-07,6.72932e-05,0.000131455,1316.12,465755,25.9701,314872,1.54694e-08,8.82835e-11,2.50916e+08,1.5201e+08,8.48605e+10,5.68139e+08,1.03979e+10,4.06507e+06,2.7304e+06,30994.5,1.51329e-05,1.51329e-06,2.28302e-07,3.48369e-07,6.36333e+11,9.99249,167.028,3.61359e+09,3.24174e-08,0.0308508,61.1259,1.80997e+09,5e+08,2.32732e+07,1.0114e-07,3.41542e-09,1.26e-05,1.48781e-06,1.26e-06,1.4878e-07,259.421,1.9315,0.193207,3.72928,8.50088,1.51452,1.86035,0.171365,0.596184,9.39618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,158.59,110007,3.12917,55075,2.47505e-07,6.32585e-07,6.21775e-05,0.000129602,1316.09,474963,25.9701,320815,1.55658e-08,8.29852e-11,2.52183e+08,1.52223e+08,8.48994e+10,5.69692e+08,1.03979e+10,4.06712e+06,2.73185e+06,31289.9,1.51824e-05,1.51824e-06,2.24757e-07,3.27462e-07,6.25029e+11,9.94778,167.013,3.61597e+09,3.24165e-08,0.0308484,61.1258,1.80999e+09,5e+08,2.32941e+07,9.96149e-08,3.21044e-09,1.26422e-05,1.49314e-06,1.26422e-06,1.49313e-07,255.899,1.91217,0.191274,3.67878,8.56899,1.52222,1.84725,0.170019,0.599672,9.40168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,158.585,112065,3.12917,56070.8,2.43779e-07,7.68429e-07,7.88602e-05,0.000138774,1316.06,484308,25.9701,326853,1.56516e-08,1.00806e-10,2.53349e+08,1.52432e+08,8.49374e+10,5.71174e+08,1.03978e+10,4.06911e+06,2.73326e+06,31569.9,1.5227e-05,1.5227e-06,2.21283e-07,3.97782e-07,6.13927e+11,9.90385,166.991,3.61824e+09,3.24143e-08,0.0308462,61.1257,1.81e+09,5e+08,2.33146e+07,9.81187e-08,3.89986e-09,1.26803e-05,1.49797e-06,1.26803e-06,1.49796e-07,252.44,1.8925,0.189306,3.62918,8.63585,1.52981,1.83613,0.168868,0.602608,9.40637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,158.58,114148,3.12917,57079.2,2.40128e-07,7.21389e-07,7.28652e-05,0.000136817,1316.03,493793,25.9701,332987,1.57274e-08,9.46348e-11,2.54422e+08,1.52635e+08,8.49744e+10,5.72588e+08,1.03978e+10,4.07105e+06,2.73463e+06,31835,1.52671e-05,1.52671e-06,2.17879e-07,3.73432e-07,6.03082e+11,9.86072,166.965,3.62041e+09,3.2411e-08,0.030844,61.1255,1.81001e+09,5e+08,2.33346e+07,9.6651e-08,3.66113e-09,1.27145e-05,1.50234e-06,1.27145e-06,1.50233e-07,249.046,1.87256,0.187311,3.5805,8.70146,1.53729,1.82681,0.167894,0.605028,9.41033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,158.575,116253,3.12917,58099.4,2.36549e-07,6.7776e-07,6.73259e-05,0.000134889,1316,503417,25.9701,339218,1.57934e-08,8.89114e-11,2.55407e+08,1.52832e+08,8.50107e+10,5.73937e+08,1.03978e+10,4.07294e+06,2.73597e+06,32085.5,1.53029e-05,1.53029e-06,2.14542e-07,3.50847e-07,5.92493e+11,9.81839,166.933,3.62247e+09,3.24065e-08,0.0308418,61.1254,1.81002e+09,5e+08,2.33541e+07,9.52113e-08,3.43971e-09,1.27452e-05,1.50628e-06,1.27452e-06,1.50627e-07,245.716,1.85242,0.185296,3.53274,8.7658,1.54465,1.81913,0.167081,0.606965,9.41362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,158.57,118380,3.12917,59131.2,2.33041e-07,6.37289e-07,6.22077e-05,0.000132987,1315.97,513177,25.9701,345545,1.58502e-08,8.36023e-11,2.56311e+08,1.53022e+08,8.50462e+10,5.7522e+08,1.03977e+10,4.07478e+06,2.73727e+06,32321.9,1.53348e-05,1.53348e-06,2.11272e-07,3.29897e-07,5.82157e+11,9.77689,166.898,3.62441e+09,3.24011e-08,0.0308398,61.1253,1.81003e+09,5e+08,2.33731e+07,9.37988e-08,3.23432e-09,1.27725e-05,1.50982e-06,1.27725e-06,1.50981e-07,242.45,1.83214,0.183268,3.48591,8.82887,1.5519,1.81295,0.166415,0.608452,9.41632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,158.565,120541,3.12917,60180.5,2.29603e-07,7.73052e-07,7.88881e-05,0.000142111,1315.94,523076,25.9701,351969,1.58982e-08,1.01412e-10,2.57139e+08,1.53207e+08,8.50807e+10,5.76441e+08,1.03977e+10,4.07658e+06,2.73854e+06,32544.7,1.5363e-05,1.5363e-06,2.08065e-07,4.00175e-07,5.72003e+11,9.73622,166.86,3.62626e+09,3.23949e-08,0.0308378,61.1252,1.81004e+09,5e+08,2.33918e+07,9.24126e-08,3.92333e-09,1.27967e-05,1.51298e-06,1.27967e-06,1.51298e-07,239.25,1.81179,0.181232,3.43999,8.89068,1.55903,1.80813,0.165882,0.60952,9.41847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,158.56,122726,3.12917,61242.7,2.26231e-07,7.25935e-07,7.2891e-05,0.000140108,1315.91,533115,25.9701,358491,1.59377e-08,9.52311e-11,2.57895e+08,1.53385e+08,8.51146e+10,5.776e+08,1.03976e+10,4.07833e+06,2.73977e+06,32754.2,1.53878e-05,1.53878e-06,2.04921e-07,3.75785e-07,5.62083e+11,9.69638,166.818,3.62799e+09,3.23879e-08,0.0308359,61.125,1.81005e+09,5e+08,2.34099e+07,9.10522e-08,3.6842e-09,1.2818e-05,1.5158e-06,1.2818e-06,1.5158e-07,236.114,1.7914,0.179193,3.395,8.95121,1.56605,1.80456,0.165472,0.6102,9.42012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,158.555,124933,3.12917,62316.6,2.22925e-07,6.82229e-07,6.73498e-05,0.000138132,1315.88,543293,25.9701,365111,1.59692e-08,8.94977e-11,2.58584e+08,1.53556e+08,8.51477e+10,5.787e+08,1.03976e+10,4.08004e+06,2.74097e+06,32951.1,1.54094e-05,1.54094e-06,2.01837e-07,3.53161e-07,5.52398e+11,9.65738,166.773,3.62963e+09,3.23802e-08,0.030834,61.1249,1.81006e+09,5e+08,2.34277e+07,8.97171e-08,3.46239e-09,1.28366e-05,1.51829e-06,1.28366e-06,1.51829e-07,233.042,1.77103,0.177155,3.35093,9.01048,1.57295,1.80214,0.165173,0.610521,9.42133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,158.55,127162,3.12917,63402.1,2.19683e-07,6.41685e-07,6.22298e-05,0.000136185,1315.84,553608,25.9701,371830,1.59929e-08,8.41789e-11,2.59211e+08,1.53721e+08,8.51801e+10,5.79743e+08,1.03975e+10,4.08171e+06,2.74215e+06,33135.7,1.54279e-05,1.54279e-06,1.98813e-07,3.32173e-07,5.42942e+11,9.61922,166.727,3.63116e+09,3.2372e-08,0.0308322,61.1248,1.81007e+09,5e+08,2.3445e+07,8.84067e-08,3.25663e-09,1.28526e-05,1.52048e-06,1.28526e-06,1.52047e-07,230.034,1.75071,0.175123,3.30777,9.06849,1.57974,1.80075,0.164976,0.610511,9.42212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,158.545,129425,3.12917,64505.5,2.16502e-07,7.77376e-07,7.89085e-05,0.000145264,1315.81,564061,25.9701,378647,1.60092e-08,1.01979e-10,2.59779e+08,1.53879e+08,8.52117e+10,5.8073e+08,1.03975e+10,4.08333e+06,2.74329e+06,33308.6,1.54437e-05,1.54437e-06,1.95847e-07,4.02414e-07,5.33652e+11,9.58189,166.678,3.63259e+09,3.23632e-08,0.0308305,61.1247,1.81008e+09,5e+08,2.34619e+07,8.71202e-08,3.94527e-09,1.28663e-05,1.52238e-06,1.28663e-06,1.52237e-07,227.09,1.73048,0.173099,3.26552,9.12526,1.58641,1.80033,0.164873,0.610198,9.42255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,158.54,131711,3.12917,65621.7,2.13383e-07,7.30188e-07,7.29098e-05,0.000143216,1315.78,574654,25.9701,385564,1.60185e-08,9.57891e-11,2.60292e+08,1.5403e+08,8.52427e+10,5.81663e+08,1.03975e+10,4.08492e+06,2.74441e+06,33470.1,1.54568e-05,1.54568e-06,1.92937e-07,3.77987e-07,5.24575e+11,9.54539,166.628,3.63392e+09,3.23541e-08,0.0308288,61.1246,1.81009e+09,5e+08,2.34785e+07,8.58571e-08,3.70579e-09,1.28777e-05,1.524e-06,1.28777e-06,1.524e-07,224.209,1.71036,0.171087,3.22417,9.18078,1.59297,1.80078,0.164855,0.609604,9.42262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,158.535,134020,3.12917,66749.7,2.10322e-07,6.86414e-07,6.73671e-05,0.000141197,1315.74,585387,25.9701,392582,1.6021e-08,9.00467e-11,2.60752e+08,1.54175e+08,8.5273e+10,5.82545e+08,1.03974e+10,4.08647e+06,2.7455e+06,33620.9,1.54674e-05,1.54674e-06,1.90082e-07,3.55327e-07,5.15711e+11,9.5097,166.577,3.63516e+09,3.23446e-08,0.0308272,61.1245,1.81009e+09,5e+08,2.34946e+07,8.46169e-08,3.48363e-09,1.2887e-05,1.52538e-06,1.2887e-06,1.52537e-07,221.391,1.6904,0.16909,3.18371,9.23508,1.59942,1.80204,0.164915,0.608754,9.42238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,158.53,136349,3.12917,67889,2.07318e-07,6.45803e-07,6.22458e-05,0.000139206,1315.71,596256,25.9701,399699,1.60171e-08,8.47191e-11,2.61163e+08,1.54314e+08,8.53027e+10,5.83376e+08,1.03974e+10,4.08799e+06,2.74657e+06,33761.2,1.54757e-05,1.54757e-06,1.8728e-07,3.34304e-07,5.07056e+11,9.47484,166.525,3.63631e+09,3.23348e-08,0.0308257,61.1244,1.8101e+09,5e+08,2.35103e+07,8.33992e-08,3.27752e-09,1.28943e-05,1.52651e-06,1.28943e-06,1.52651e-07,218.634,1.6706,0.167109,3.14414,9.28816,1.60576,1.80404,0.165048,0.60767,9.42186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,158.525,138713,3.12917,69046.7,2.04371e-07,7.81429e-07,7.89233e-05,0.000148243,1315.68,607263,25.9701,406916,1.60071e-08,1.02511e-10,2.61528e+08,1.54446e+08,8.53316e+10,5.84158e+08,1.03973e+10,4.08947e+06,2.74761e+06,33891.6,1.54818e-05,1.54818e-06,1.84531e-07,4.04512e-07,4.98552e+11,9.44078,166.472,3.63736e+09,3.23248e-08,0.0308241,61.1243,1.81011e+09,5e+08,2.35257e+07,8.22031e-08,3.96584e-09,1.28998e-05,1.52742e-06,1.28998e-06,1.52741e-07,215.938,1.65098,0.165147,3.10545,9.34004,1.61199,1.80672,0.165247,0.606373,9.42106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,158.52,141101,3.12916,70217,2.01478e-07,7.34176e-07,7.29235e-05,0.000146153,1315.64,618410,25.9701,414236,1.59913e-08,9.63123e-11,2.61848e+08,1.54572e+08,8.53599e+10,5.84894e+08,1.03973e+10,4.09092e+06,2.74862e+06,34012.4,1.54859e-05,1.54859e-06,1.81832e-07,3.80051e-07,4.90243e+11,9.40751,166.419,3.63834e+09,3.23146e-08,0.0308227,61.1242,1.81012e+09,5e+08,2.35407e+07,8.10283e-08,3.72603e-09,1.29036e-05,1.52812e-06,1.29036e-06,1.52811e-07,213.303,1.63158,0.163206,3.06762,9.39073,1.6181,1.81002,0.165507,0.60488,9.42001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,158.515,143510,3.12916,71399,1.98638e-07,6.9034e-07,6.73798e-05,0.000144093,1315.61,629696,25.9701,421657,1.59699e-08,9.05617e-11,2.62127e+08,1.54692e+08,8.53876e+10,5.85585e+08,1.03972e+10,4.09233e+06,2.74962e+06,34124.2,1.5488e-05,1.5488e-06,1.79183e-07,3.57359e-07,4.82128e+11,9.37502,166.366,3.63922e+09,3.23044e-08,0.0308213,61.1241,1.81013e+09,5e+08,2.35554e+07,7.98743e-08,3.50356e-09,1.29057e-05,1.52861e-06,1.29057e-06,1.52861e-07,210.728,1.6124,0.161288,3.03064,9.44024,1.62411,1.81391,0.165824,0.60321,9.41874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,158.51,145939,3.12916,72592.2,1.95851e-07,6.49667e-07,6.22576e-05,0.000142061,1315.57,641118,25.9701,429178,1.59431e-08,8.52261e-11,2.62367e+08,1.54807e+08,8.54147e+10,5.86232e+08,1.03971e+10,4.09371e+06,2.75058e+06,34227.2,1.54882e-05,1.54882e-06,1.76582e-07,3.36305e-07,4.74203e+11,9.34331,166.312,3.64003e+09,3.2294e-08,0.0308199,61.124,1.81013e+09,5e+08,2.35697e+07,7.87407e-08,3.29714e-09,1.29062e-05,1.52892e-06,1.29062e-06,1.52891e-07,208.211,1.59346,0.159393,2.9945,9.4886,1.63002,1.81832,0.166192,0.60138,9.41725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,158.505,148404,3.12916,73803.8,1.93114e-07,7.85232e-07,7.89341e-05,0.000151057,1315.54,652678,25.9701,436802,1.59113e-08,1.0301e-10,2.6257e+08,1.54915e+08,8.54412e+10,5.86837e+08,1.03971e+10,4.09505e+06,2.75153e+06,34321.9,1.54867e-05,1.54867e-06,1.74029e-07,4.06481e-07,4.66415e+11,9.31235,166.259,3.64076e+09,3.22837e-08,0.0308186,61.1239,1.81014e+09,5e+08,2.35837e+07,7.76268e-08,3.98514e-09,1.29053e-05,1.52905e-06,1.29053e-06,1.52904e-07,205.752,1.57477,0.157523,2.9592,9.53582,1.63581,1.82323,0.166607,0.599405,9.41557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,158.5,150892,3.12916,75028.1,1.90426e-07,7.37923e-07,7.29335e-05,0.000148928,1315.5,664377,25.9701,444528,1.58748e-08,9.68038e-11,2.62737e+08,1.55018e+08,8.5467e+10,5.87402e+08,1.0397e+10,4.09636e+06,2.75245e+06,34408.7,1.54836e-05,1.54836e-06,1.71521e-07,3.81991e-07,4.58804e+11,9.28213,166.207,3.64142e+09,3.22733e-08,0.0308173,61.1239,1.81015e+09,5e+08,2.35973e+07,7.65322e-08,3.74504e-09,1.2903e-05,1.529e-06,1.2903e-06,1.529e-07,203.35,1.55633,0.155679,2.92471,9.58192,1.64151,1.82859,0.167067,0.597298,9.4137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,158.495,153400,3.12916,76263.6,1.87786e-07,6.94029e-07,6.7389e-05,0.000146828,1315.47,676214,25.9701,452357,1.58336e-08,9.10456e-11,2.62871e+08,1.55115e+08,8.54923e+10,5.87928e+08,1.0397e+10,4.09765e+06,2.75335e+06,34487.8,1.5479e-05,1.5479e-06,1.69059e-07,3.59269e-07,4.51371e+11,9.25264,166.154,3.64201e+09,3.2263e-08,0.0308161,61.1238,1.81015e+09,5e+08,2.36106e+07,7.54565e-08,3.52228e-09,1.28994e-05,1.5288e-06,1.28994e-06,1.52879e-07,201.004,1.53817,0.153862,2.89102,9.62691,1.6471,1.83437,0.167567,0.595072,9.41165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,158.489,155929,3.12916,77510.3,1.85194e-07,6.533e-07,6.22661e-05,0.000144758,1315.43,688187,25.9701,460288,1.57881e-08,8.57026e-11,2.62973e+08,1.55208e+08,8.5517e+10,5.88416e+08,1.03969e+10,4.0989e+06,2.75423e+06,34559.7,1.54728e-05,1.54728e-06,1.66641e-07,3.38185e-07,4.44111e+11,9.22387,166.103,3.64253e+09,3.22527e-08,0.0308149,61.1237,1.81016e+09,5e+08,2.36236e+07,7.43995e-08,3.31557e-09,1.28946e-05,1.52845e-06,1.28946e-06,1.52844e-07,198.713,1.52027,0.152073,2.85813,9.67082,1.65259,1.84055,0.168105,0.59274,9.40945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,158.484,158492,3.12916,78775.4,1.82647e-07,7.8881e-07,7.8942e-05,0.000153716,1315.4,700297,25.9701,468322,1.57384e-08,1.03479e-10,2.63045e+08,1.55295e+08,8.55411e+10,5.88869e+08,1.03969e+10,4.10012e+06,2.75509e+06,34624.8,1.54653e-05,1.54653e-06,1.64265e-07,4.08333e-07,4.36976e+11,9.19579,166.052,3.64299e+09,3.22426e-08,0.0308138,61.1236,1.81017e+09,5e+08,2.36363e+07,7.33603e-08,4.0033e-09,1.28886e-05,1.52795e-06,1.28886e-06,1.52794e-07,196.477,1.50266,0.150311,2.82601,9.71366,1.65798,1.84708,0.168678,0.590313,9.4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,158.479,161079,3.12916,80053,1.80145e-07,7.41446e-07,7.29408e-05,0.000151549,1315.36,712545,25.9701,476459,1.56849e-08,9.7266e-11,2.63089e+08,1.55377e+08,8.55646e+10,5.89287e+08,1.03968e+10,4.10131e+06,2.75593e+06,34683.2,1.54565e-05,1.54565e-06,1.61931e-07,3.83815e-07,4.30002e+11,9.16839,166.001,3.64338e+09,3.22326e-08,0.0308126,61.1236,1.81017e+09,5e+08,2.36487e+07,7.23388e-08,3.76292e-09,1.28815e-05,1.52731e-06,1.28815e-06,1.52731e-07,194.294,1.48534,0.148578,2.79466,9.75544,1.66327,1.85394,0.169283,0.587801,9.4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
