time,V_C.nT1,V_C.T1,V_C.nT0,V_C.T0,V_C.nivolumab,V_C.cabozantinib,V_C.A_site1,V_C.A_site2,V_P.nT1,V_P.T1,V_P.nT0,V_P.T0,V_P.nivolumab,V_P.cabozantinib,V_T.C_x,V_T.T_exh,V_T.C1,V_T.T1,V_T.T0,V_T.APC,V_T.mAPC,V_T.c,V_T.P0,V_T.P1,V_T.nivolumab,V_T.cabozantinib,V_T.v_cabo,V_LN.nT1,V_LN.aT1,V_LN.T1,V_LN.IL2,V_LN.nT0,V_LN.aT0,V_LN.T0,V_LN.APC,V_LN.mAPC,V_LN.nivolumab,V_LN.cabozantinib,V_e.P0,V_e.p0,V_e.P1,V_e.p1,A_e.M1,A_e.M1p0,A_e.M1p1,A_s.M1,A_s.M1p0,A_s.M1p1,syn_CT.PD1_PDL1,syn_CT.PD1_PDL2,syn_CT.PD1_aPD1,syn_CT.PD1_aPD1_PD1,syn_CT.PDL1_aPDL1,syn_CT.PDL1_aPDL1_PDL1,syn_DN.CD28_CD80,syn_DN.CD28_CD80_CD28,syn_DN.CD28_CD86,syn_DN.PDL1_CD80,syn_DN.CTLA4_CD80,syn_DN.CTLA4_CD80_CTLA4,syn_DN.CD80_CTLA4_CD80,syn_DN.CTLA4_CD80_CTLA4_CD80,syn_DN.CTLA4_CD86,syn_DN.CD86_CTLA4_CD86,syn_DN.CTLA4_aCTLA4,syn_DN.CTLA4_aCTLA4_CTLA4,syn_DN.PDL1_aPDL1,syn_DN.PDL1_aPDL1_PDL1,Treg_P.CTLA4_aCTLA4,Treg_P.CTLA4_aCTLA4_CTLA4,Treg_T.CTLA4_aCTLA4,Treg_T.CTLA4_aCTLA4_CTLA4
34,158.749,42593,3.12919,22409.1,1.46006e-07,6.13641e-07,6.87246e-05,7.86016e-05,1316.85,185109,25.9702,137116,8.73761e-09,8.04999e-11,1.14235e+08,1.46125e+08,8.14326e+10,4.69167e+08,1.0399e+10,3.88684e+06,2.60594e+06,12091.4,7.71289e-06,7.71289e-07,1.34384e-07,3.17655e-07,1.53585e+12,12.2133,160.814,3.43925e+09,3.11006e-08,0.031039,61.1269,1.8093e+09,5e+08,2.18575e+07,5.72036e-08,3.1143e-09,6.38729e-06,7.45822e-07,6.38729e-07,7.45816e-08,432.711,1.60839,0.160885,6.20033,5.15343,1.15567,5.28862,0.491429,0.193295,7.71587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,158.747,43541.5,3.12919,22882.2,1.43775e-07,5.73432e-07,6.35002e-05,7.74934e-05,1316.84,188693,25.9702,139287,8.80046e-09,7.52252e-11,1.1778e+08,1.46191e+08,8.15454e+10,4.71436e+08,1.0399e+10,3.89255e+06,2.60989e+06,12553.4,7.91695e-06,7.91695e-07,1.32305e-07,2.96841e-07,1.50411e+12,12.1738,161.124,3.44319e+09,3.11623e-08,0.0310332,61.1272,1.80932e+09,5e+08,2.1898e+07,5.63915e-08,2.91023e-09,6.55821e-06,7.65961e-07,6.55821e-07,7.65955e-08,429.346,1.63931,0.163979,6.15259,5.21828,1.16235,5.16099,0.479372,0.198367,7.78345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,158.746,44508.5,3.12919,23363.1,1.4159e-07,5.3619e-07,5.86728e-05,7.64009e-05,1316.84,192392,25.9702,141537,8.85695e-09,7.03396e-11,1.21271e+08,1.46266e+08,8.16566e+10,4.73715e+08,1.0399e+10,3.89818e+06,2.61379e+06,13014.9,8.11639e-06,8.11639e-07,1.30268e-07,2.77562e-07,1.47315e+12,12.133,161.429,3.44723e+09,3.12233e-08,0.0310274,61.1275,1.80933e+09,5e+08,2.19381e+07,5.55941e-08,2.72122e-09,6.7253e-06,7.85666e-07,6.7253e-07,7.8566e-08,425.914,1.66837,0.166886,6.10389,5.28444,1.16918,5.04012,0.46795,0.203404,7.84735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,158.744,45500.3,3.12919,23855.3,1.39449e-07,6.75e-07,7.56219e-05,8.63229e-05,1316.83,196208,25.9702,143865,8.90736e-09,8.85493e-11,1.24704e+08,1.46351e+08,8.17659e+10,4.76002e+08,1.0399e+10,3.90373e+06,2.61762e+06,13475.1,8.31102e-06,8.31102e-07,1.28272e-07,3.49418e-07,1.44276e+12,12.0909,161.727,3.45138e+09,3.12833e-08,0.0310216,61.1277,1.80935e+09,5e+08,2.19779e+07,5.4811e-08,3.4257e-09,6.88842e-06,8.04918e-07,6.88842e-07,8.04912e-08,422.421,1.69556,0.169605,6.0543,5.3518,1.17615,4.92562,0.457129,0.2084,7.90776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,158.742,46512.3,3.12919,24356.2,1.37351e-07,6.30765e-07,6.98731e-05,8.51059e-05,1316.83,200140,25.9702,146274,8.95193e-09,8.27464e-11,1.28075e+08,1.46445e+08,8.18736e+10,4.78294e+08,1.03989e+10,3.9092e+06,2.62141e+06,13933.2,8.50069e-06,8.50069e-07,1.26317e-07,3.2652e-07,1.4131e+12,12.0475,162.018,3.45561e+09,3.13421e-08,0.0310159,61.1279,1.80936e+09,5e+08,2.20173e+07,5.4042e-08,3.2012e-09,7.04744e-06,8.23702e-07,7.04744e-07,8.23696e-08,418.872,1.72086,0.172137,6.00389,5.42027,1.18324,4.81716,0.446878,0.213347,7.96488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,158.74,47543.6,3.12919,24865.4,1.35296e-07,5.89788e-07,6.45613e-05,8.39061e-05,1316.82,204188,25.9702,148761,8.99092e-09,7.73708e-11,1.3138e+08,1.46548e+08,8.19798e+10,4.80588e+08,1.03989e+10,3.91458e+06,2.62513e+06,14388.3,8.68529e-06,8.68529e-07,1.244e-07,3.05308e-07,1.38417e+12,12.003,162.3,3.45993e+09,3.13996e-08,0.0310102,61.1281,1.80938e+09,5e+08,2.20563e+07,5.32867e-08,2.99324e-09,7.20225e-06,8.42004e-07,7.20225e-07,8.41997e-08,415.273,1.74429,0.17448,5.95274,5.48974,1.19044,4.71442,0.437165,0.218238,8.01888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,158.738,48594.2,3.12919,25382.9,1.33282e-07,5.51827e-07,5.96533e-05,8.27232e-05,1316.81,208352,25.9702,151326,9.02458e-09,7.2391e-11,1.34616e+08,1.4666e+08,8.20844e+10,4.82881e+08,1.03989e+10,3.91989e+06,2.6288e+06,14839.8,8.86472e-06,8.86472e-07,1.22522e-07,2.85657e-07,1.35596e+12,11.9574,162.574,3.46433e+09,3.14557e-08,0.0310046,61.1282,1.80939e+09,5e+08,2.20949e+07,5.25449e-08,2.80059e-09,7.35277e-06,8.59815e-07,7.35277e-07,8.59808e-08,411.628,1.76585,0.176636,5.90091,5.56012,1.19775,4.6171,0.427963,0.223067,8.06994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,158.735,49670.7,3.12919,25912.2,1.31307e-07,6.89968e-07,7.65279e-05,9.2556e-05,1316.81,212631,25.9702,153970,9.05313e-09,9.05128e-11,1.3778e+08,1.4678e+08,8.21874e+10,4.8517e+08,1.03989e+10,3.92512e+06,2.63242e+06,15287,9.03892e-06,9.03892e-07,1.2068e-07,3.57167e-07,1.32826e+12,11.9108,162.838,3.46878e+09,3.15101e-08,0.030999,61.1283,1.80941e+09,5e+08,2.21332e+07,5.1816e-08,3.50166e-09,7.49894e-06,8.77127e-07,7.49894e-07,8.7712e-08,407.942,1.78556,0.178608,5.8485,5.63131,1.20516,4.52492,0.419245,0.227827,8.11821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,158.733,50768.1,3.12918,26450.7,1.29371e-07,6.45105e-07,7.07102e-05,9.12511e-05,1316.8,217028,25.9702,156692,9.07679e-09,8.46276e-11,1.40871e+08,1.46908e+08,8.22888e+10,4.87452e+08,1.03989e+10,3.93026e+06,2.63598e+06,15729.3,9.20784e-06,9.20784e-07,1.18875e-07,3.33943e-07,1.30123e+12,11.8632,163.092,3.47328e+09,3.15627e-08,0.0309936,61.1284,1.80943e+09,5e+08,2.2171e+07,5.10999e-08,3.27398e-09,7.64073e-06,8.93935e-07,7.64073e-07,8.93928e-08,404.221,1.80345,0.180398,5.79555,5.7032,1.21265,4.43761,0.410987,0.232512,8.16385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,158.731,51885.6,3.12918,26997.9,1.27474e-07,6.03541e-07,6.53347e-05,8.99647e-05,1316.79,221541,25.9702,159493,9.09579e-09,7.91751e-11,1.43887e+08,1.47043e+08,8.23888e+10,4.89725e+08,1.03989e+10,3.93534e+06,2.63949e+06,16166.1,9.37147e-06,9.37147e-07,1.17104e-07,3.12427e-07,1.27486e+12,11.8148,163.335,3.47782e+09,3.16135e-08,0.0309882,61.1284,1.80944e+09,5e+08,2.22084e+07,5.03963e-08,3.06304e-09,7.7781e-06,9.10236e-07,7.7781e-07,9.1023e-08,400.469,1.81956,0.182009,5.74214,5.77571,1.22022,4.35491,0.403163,0.237118,8.20699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,158.728,53023.1,3.12918,27553.8,1.25613e-07,5.65032e-07,6.03679e-05,8.86964e-05,1316.78,226170,25.9702,162372,9.11032e-09,7.41232e-11,1.46827e+08,1.47185e+08,8.24874e+10,4.91985e+08,1.03988e+10,3.94033e+06,2.64295e+06,16596.9,9.52981e-06,9.52981e-07,1.15368e-07,2.92493e-07,1.24915e+12,11.7657,163.568,3.48239e+09,3.16623e-08,0.0309828,61.1284,1.80946e+09,5e+08,2.22454e+07,4.97049e-08,2.8676e-09,7.91106e-06,9.2603e-07,7.91106e-07,9.26023e-08,396.691,1.83393,0.183446,5.68835,5.84874,1.22785,4.2766,0.395753,0.241637,8.24776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,158.726,54187.3,3.12918,28122.1,1.23788e-07,7.02658e-07,7.71882e-05,9.8445e-05,1316.77,230915,25.9702,165329,9.12059e-09,9.21777e-11,1.49689e+08,1.47333e+08,8.25844e+10,4.94232e+08,1.03988e+10,3.94525e+06,2.64635e+06,17021.2,9.68288e-06,9.68288e-07,1.13665e-07,3.63736e-07,1.22391e+12,11.7159,163.79,3.48697e+09,3.17091e-08,0.0309776,61.1284,1.80948e+09,5e+08,2.2282e+07,4.90252e-08,3.56607e-09,8.03963e-06,9.41317e-07,8.03963e-07,9.4131e-08,392.892,1.84659,0.184713,5.63424,5.9222,1.23555,4.20246,0.388735,0.246065,8.28629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,158.723,55373.3,3.12918,28700.1,1.21997e-07,6.57313e-07,7.13203e-05,9.70571e-05,1316.76,235780,25.9702,168365,9.12679e-09,8.62291e-11,1.52473e+08,1.47487e+08,8.268e+10,4.96462e+08,1.03988e+10,3.9501e+06,2.64971e+06,17438.6,9.8307e-06,9.8307e-07,1.11994e-07,3.40263e-07,1.19927e+12,11.6655,164,3.49157e+09,3.17538e-08,0.0309725,61.1284,1.80949e+09,5e+08,2.23182e+07,4.83572e-08,3.33594e-09,8.16381e-06,9.56099e-07,8.16381e-07,9.56092e-08,389.076,1.85761,0.185815,5.57986,5.996,1.24329,4.13227,0.382089,0.250397,8.32269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,158.72,56579.7,3.12918,29287.2,1.20241e-07,6.15297e-07,6.58984e-05,9.56888e-05,1316.75,240762,25.9702,171480,9.12911e-09,8.07172e-11,1.55179e+08,1.47646e+08,8.27743e+10,4.98672e+08,1.03988e+10,3.95488e+06,2.65301e+06,17848.6,9.97332e-06,9.97332e-07,1.10355e-07,3.18513e-07,1.17524e+12,11.6146,164.2,3.49616e+09,3.17962e-08,0.0309675,61.1283,1.80951e+09,5e+08,2.2354e+07,4.77006e-08,3.1227e-09,8.28366e-06,9.70379e-07,8.28366e-07,9.70373e-08,385.247,1.86702,0.186757,5.52529,6.07006,1.25107,4.06583,0.375797,0.254629,8.35709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,158.717,57806.7,3.12918,29883.4,1.18519e-07,5.76363e-07,6.08888e-05,9.43398e-05,1316.74,245861,25.9702,174673,9.12771e-09,7.56097e-11,1.57805e+08,1.47809e+08,8.28673e+10,5.00862e+08,1.03988e+10,3.95958e+06,2.65626e+06,18250.9,1.01108e-05,1.01108e-06,1.08747e-07,2.98358e-07,1.15179e+12,11.5632,164.387,3.50074e+09,3.18365e-08,0.0309625,61.1283,1.80953e+09,5e+08,2.23893e+07,4.70552e-08,2.92511e-09,8.39921e-06,9.84164e-07,8.39921e-07,9.84157e-08,381.41,1.8749,0.187545,5.47058,6.1443,1.25889,4.00296,0.369842,0.258756,8.38957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,158.714,59061.3,3.12918,30492.6,1.16828e-07,7.13586e-07,7.76694e-05,0.000104009,1316.73,251079,25.9702,177944,9.12278e-09,9.36112e-11,1.60354e+08,1.47977e+08,8.29589e+10,5.03029e+08,1.03987e+10,3.96422e+06,2.65947e+06,18645.2,1.02432e-05,1.02432e-06,1.07169e-07,3.69393e-07,1.12878e+12,11.5115,164.563,3.5053e+09,3.18746e-08,0.0309577,61.1282,1.80954e+09,5e+08,2.24243e+07,4.64205e-08,3.62153e-09,8.51052e-06,9.97457e-07,8.51052e-07,9.9745e-08,377.568,1.88129,0.188184,5.41578,6.21864,1.26674,3.94348,0.364206,0.262775,8.42025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,158.711,60338,3.12918,31111.9,1.15169e-07,6.6787e-07,7.17649e-05,0.000102542,1316.72,256417,25.9702,181296,9.11447e-09,8.7614e-11,1.62824e+08,1.48149e+08,8.30492e+10,5.05171e+08,1.03987e+10,3.96879e+06,2.66263e+06,19031.3,1.03706e-05,1.03706e-06,1.0562e-07,3.45728e-07,1.10632e+12,11.4595,164.728,3.50983e+09,3.19105e-08,0.030953,61.1281,1.80956e+09,5e+08,2.24588e+07,4.57964e-08,3.38952e-09,8.61765e-06,1.01027e-06,8.61765e-07,1.01026e-07,373.726,1.88625,0.18868,5.36097,6.293,1.2746,3.88723,0.358874,0.266682,8.44921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,158.708,61635.7,3.12918,31740.8,1.13541e-07,6.25501e-07,6.63093e-05,0.000101097,1316.71,261875,25.9702,184727,9.10295e-09,8.20558e-11,1.65217e+08,1.48324e+08,8.31384e+10,5.07286e+08,1.03987e+10,3.97329e+06,2.66574e+06,19408.8,1.04931e-05,1.04931e-06,1.04099e-07,3.23795e-07,1.08441e+12,11.4074,164.881,3.51432e+09,3.19441e-08,0.0309484,61.128,1.80958e+09,5e+08,2.24929e+07,4.51827e-08,3.17449e-09,8.72066e-06,1.0226e-06,8.72066e-07,1.02259e-07,369.886,1.88985,0.18904,5.30618,6.36732,1.28247,3.83405,0.353832,0.270475,8.47654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,158.705,62954.3,3.12918,32379.2,1.11943e-07,5.86234e-07,6.12684e-05,9.96716e-05,1316.69,267452,25.9702,188238,9.08837e-09,7.69047e-11,1.67533e+08,1.48501e+08,8.32263e+10,5.09373e+08,1.03987e+10,3.97772e+06,2.66881e+06,19777.6,1.06108e-05,1.06108e-06,1.02606e-07,3.03468e-07,1.06303e+12,11.3551,165.024,3.51877e+09,3.19755e-08,0.0309439,61.1279,1.80959e+09,5e+08,2.25266e+07,4.45791e-08,2.97521e-09,8.81964e-06,1.03446e-06,8.81964e-07,1.03446e-07,366.053,1.89214,0.189269,5.25147,6.44152,1.29035,3.78378,0.349064,0.274151,8.50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,158.702,64301.2,3.12918,33031.2,1.10373e-07,7.23147e-07,7.80202e-05,0.000109265,1316.68,273150,25.9702,191828,9.07087e-09,9.48655e-11,1.69773e+08,1.48681e+08,8.33129e+10,5.1143e+08,1.03987e+10,3.9821e+06,2.67183e+06,20137.6,1.07237e-05,1.07237e-06,1.01141e-07,3.74342e-07,1.04205e+12,11.3028,165.155,3.52316e+09,3.20047e-08,0.0309395,61.1278,1.80961e+09,5e+08,2.25599e+07,4.39854e-08,3.67006e-09,8.91466e-06,1.04587e-06,8.91466e-07,1.04586e-07,362.229,1.89318,0.189374,5.19688,6.51554,1.29822,3.73629,0.344558,0.277708,8.52666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,158.698,65670.7,3.12918,33693.7,1.08833e-07,6.77133e-07,7.20891e-05,0.000107725,1316.66,278969,25.9702,195500,9.05059e-09,8.88291e-11,1.71938e+08,1.48862e+08,8.33984e+10,5.13456e+08,1.03986e+10,3.98641e+06,2.67481e+06,20488.5,1.0832e-05,1.0832e-06,9.97013e-08,3.50522e-07,1.02157e+12,11.2504,165.276,3.52748e+09,3.20318e-08,0.0309353,61.1277,1.80962e+09,5e+08,2.25928e+07,4.34014e-08,3.43652e-09,9.0058e-06,1.05682e-06,9.0058e-07,1.05681e-07,358.418,1.89304,0.18936,5.14246,6.58931,1.30608,3.69144,0.340301,0.281143,8.54959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,158.695,67061.5,3.12918,34366.1,1.0732e-07,6.34484e-07,6.66088e-05,0.000106206,1316.65,284911,25.9702,199253,9.02767e-09,8.32342e-11,1.74028e+08,1.49045e+08,8.34828e+10,5.1545e+08,1.03986e+10,3.99066e+06,2.67774e+06,20830.4,1.09358e-05,1.09358e-06,9.82878e-08,3.28445e-07,1.00159e+12,11.1982,165.386,3.53174e+09,3.20568e-08,0.0309311,61.1276,1.80964e+09,5e+08,2.26252e+07,4.28269e-08,3.22008e-09,9.09315e-06,1.06733e-06,9.09315e-07,1.06732e-07,354.623,1.89178,0.189233,5.08826,6.66278,1.31393,3.64911,0.336282,0.284456,8.5712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,158.691,68473.4,3.12918,35048.5,1.05835e-07,5.94953e-07,6.15452e-05,0.000104709,1316.63,290973,25.9702,203086,9.00224e-09,7.80484e-11,1.76046e+08,1.49229e+08,8.35662e+10,5.1741e+08,1.03986e+10,3.99485e+06,2.68064e+06,21163,1.10352e-05,1.10352e-06,9.68995e-08,3.07982e-07,9.82094e+11,11.1461,165.486,3.53593e+09,3.20797e-08,0.030927,61.1275,1.80965e+09,5e+08,2.26573e+07,4.22618e-08,3.01945e-09,9.17678e-06,1.07741e-06,9.17678e-07,1.0774e-07,350.847,1.88945,0.189,5.03431,6.7359,1.32176,3.60918,0.332488,0.287645,8.59156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,158.688,69914.4,3.12918,35745,3.59577e-07,7.31616e-07,7.82759e-05,0.000114232,1316.62,297158,25.9702,207001,9.51546e-09,9.59765e-11,1.78762e+08,1.49339e+08,8.36474e+10,5.19422e+08,1.03986e+10,3.99899e+06,2.68349e+06,21508.5,1.137e-05,1.137e-06,3.29145e-07,3.78726e-07,9.62958e+11,11.0942,165.577,3.54003e+09,3.21006e-08,0.0309231,61.1273,1.80967e+09,5e+08,2.26889e+07,1.4369e-07,3.71304e-09,9.40566e-06,1.10386e-06,9.40566e-07,1.10385e-07,347.051,1.90922,0.190978,4.98033,6.809,1.3296,3.43864,0.321557,0.343215,8.65507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,158.684,71378.4,3.12918,36452.4,3.53396e-07,6.85364e-07,7.23253e-05,0.000112621,1316.6,303467,25.9702,210999,1.00003e-08,8.9909e-11,1.82835e+08,1.49322e+08,8.37255e+10,5.21596e+08,1.03986e+10,4.00305e+06,2.6863e+06,21896,1.17342e-05,1.17342e-06,3.23392e-07,3.54784e-07,9.44275e+11,11.0425,165.666,3.54406e+09,3.21199e-08,0.0309192,61.1272,1.80969e+09,5e+08,2.27202e+07,1.41368e-07,3.4783e-09,9.7089e-06,1.13974e-06,9.7089e-07,1.13973e-07,343.162,1.94913,0.19497,4.92522,6.88356,1.33761,3.25844,0.307347,0.364287,8.74213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,158.681,72864.1,3.12918,37170.2,3.4736e-07,6.42491e-07,6.68271e-05,0.000111034,1316.58,309900,25.9702,215079,1.0459e-08,8.42847e-11,1.87679e+08,1.49249e+08,8.38003e+10,5.23908e+08,1.03985e+10,4.00705e+06,2.68907e+06,22320.3,1.20755e-05,1.20755e-06,3.17773e-07,3.3259e-07,9.26046e+11,10.9908,165.759,3.548e+09,3.21385e-08,0.0309153,61.1272,1.8097e+09,5e+08,2.27511e+07,1.39034e-07,3.26072e-09,9.99817e-06,1.17407e-06,9.99817e-07,1.17406e-07,339.188,1.98549,0.198607,4.86885,6.95984,1.3458,3.09522,0.292852,0.38153,8.82271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,158.677,74371.6,3.12918,37898.2,3.41464e-07,6.02747e-07,6.17468e-05,0.000109468,1316.57,316456,25.9702,219242,1.08925e-08,7.90709e-11,1.92829e+08,1.49168e+08,8.38722e+10,5.26321e+08,1.03985e+10,4.01095e+06,2.69179e+06,22773.2,1.23903e-05,1.23903e-06,3.12285e-07,3.12016e-07,9.08261e+11,10.9392,165.858,3.55188e+09,3.21572e-08,0.0309115,61.1272,1.80972e+09,5e+08,2.27815e+07,1.36748e-07,3.05901e-09,1.02656e-05,1.20586e-06,1.02656e-06,1.20585e-07,335.144,2.01585,0.201644,4.81143,7.03756,1.35415,2.94896,0.279099,0.398118,8.89474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,158.673,75909.8,3.12918,38641,3.35705e-07,7.39209e-07,7.84622e-05,0.000118924,1316.55,323137,25.9702,223489,1.13018e-08,9.69725e-11,1.98e+08,1.49107e+08,8.39412e+10,5.28805e+08,1.03985e+10,4.01474e+06,2.69445e+06,23247,1.26793e-05,1.26793e-06,3.06922e-07,3.82656e-07,8.90802e+11,10.8875,165.964,3.55569e+09,3.21766e-08,0.0309077,61.1272,1.80973e+09,5e+08,2.28116e+07,1.34509e-07,3.75157e-09,1.05113e-05,1.23513e-06,1.05113e-06,1.23512e-07,331.047,2.04035,0.204095,4.75317,7.11641,1.36263,2.81784,0.266433,0.414339,8.9588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,158.669,77472.2,3.12918,39395.1,3.30077e-07,6.92764e-07,7.24975e-05,0.000117248,1316.53,329945,25.9702,227820,1.1688e-08,9.08796e-11,2.03025e+08,1.49079e+08,8.40075e+10,5.3133e+08,1.03985e+10,4.01842e+06,2.69705e+06,23735,1.29442e-05,1.29442e-06,3.01682e-07,3.58614e-07,8.73755e+11,10.8358,166.074,3.55945e+09,3.21968e-08,0.0309039,61.1272,1.80975e+09,5e+08,2.28412e+07,1.32317e-07,3.51585e-09,1.07366e-05,1.262e-06,1.07366e-06,1.26199e-07,326.91,2.05944,0.206005,4.69431,7.19609,1.37121,2.70024,0.254924,0.430159,9.01569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,158.665,79057.6,3.12918,40159.8,3.24577e-07,6.49707e-07,6.69862e-05,0.000115595,1316.51,336880,25.9702,232236,1.20519e-08,8.52313e-11,2.07816e+08,1.49089e+08,8.40714e+10,5.33873e+08,1.03984e+10,4.02198e+06,2.69958e+06,24231.5,1.31867e-05,1.31867e-06,2.96561e-07,3.36325e-07,8.57121e+11,10.7841,166.185,3.56316e+09,3.22177e-08,0.0309002,61.1273,1.80976e+09,5e+08,2.28705e+07,1.30169e-07,3.29734e-09,1.09429e-05,1.28664e-06,1.09429e-06,1.28664e-07,322.748,2.07359,0.20742,4.63503,7.27634,1.37986,2.59476,0.244533,0.445508,9.06618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,158.661,80666,3.12918,40935.3,3.19202e-07,6.09788e-07,6.18938e-05,0.000113965,1316.49,343941,25.9702,236737,1.23943e-08,7.99945e-11,2.12327e+08,1.49137e+08,8.41331e+10,5.36415e+08,1.03984e+10,4.02542e+06,2.70203e+06,24731.4,1.34083e-05,1.34083e-06,2.91556e-07,3.15661e-07,8.40889e+11,10.7324,166.295,3.56682e+09,3.22389e-08,0.0308965,61.1273,1.80977e+09,5e+08,2.28993e+07,1.28066e-07,3.09474e-09,1.11315e-05,1.30922e-06,1.11315e-06,1.30921e-07,318.573,2.08328,0.208389,4.57551,7.3569,1.38856,2.50019,0.235185,0.460315,9.11093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,158.657,82306.5,3.12918,41725.9,3.13947e-07,7.46081e-07,7.85981e-05,0.000123357,1316.47,351131,25.9702,241324,1.27161e-08,9.7874e-11,2.16541e+08,1.49221e+08,8.41926e+10,5.38938e+08,1.03984e+10,4.02874e+06,2.70441e+06,25230.6,1.36108e-05,1.36108e-06,2.86663e-07,3.86214e-07,8.24954e+11,10.6808,166.402,3.57043e+09,3.22601e-08,0.0308928,61.1273,1.80979e+09,5e+08,2.29276e+07,1.26005e-07,3.78645e-09,1.13038e-05,1.32988e-06,1.13038e-06,1.32988e-07,314.395,2.08894,0.208955,4.51591,7.43757,1.39729,2.41544,0.226791,0.474516,9.15059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,158.653,83972,3.12918,42528.3,3.0881e-07,6.99479e-07,7.2623e-05,0.000121618,1316.45,358451,25.9702,245997,1.30183e-08,9.17605e-11,2.20458e+08,1.49336e+08,8.425e+10,5.4143e+08,1.03984e+10,4.03195e+06,2.7067e+06,25725.6,1.37957e-05,1.37957e-06,2.81878e-07,3.6209e-07,8.09393e+11,10.6292,166.503,3.57399e+09,3.22809e-08,0.0308893,61.1273,1.8098e+09,5e+08,2.29555e+07,1.23986e-07,3.54993e-09,1.14612e-05,1.3488e-06,1.14612e-06,1.34879e-07,310.224,2.09101,0.209162,4.45637,7.51815,1.40602,2.33954,0.219263,0.488057,9.18569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,158.649,85661,3.12918,43341.7,3.03786e-07,6.5627e-07,6.71021e-05,0.000119904,1316.42,365902,25.9702,250757,1.33014e-08,8.60922e-11,2.24086e+08,1.49477e+08,8.43056e+10,5.43879e+08,1.03983e+10,4.03504e+06,2.70892e+06,26213.3,1.39644e-05,1.39644e-06,2.772e-07,3.39722e-07,7.94208e+11,10.5778,166.597,3.5775e+09,3.23008e-08,0.0308858,61.1272,1.80982e+09,5e+08,2.2983e+07,1.22008e-07,3.33064e-09,1.16049e-05,1.3661e-06,1.16049e-06,1.36609e-07,306.069,2.08988,0.209049,4.39703,7.59846,1.41474,2.27163,0.21252,0.500893,9.21674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
